ParseTime;AttentionCount;BatteryLevel;PoorSignalQuality;HeartRate;ESenseAttention;ESenseMeditation;PacketContext;RawWaveValue8bit;RawWaveMarker;RawWaveValue16bit;PrintervalMs
16.06.2021 13:19:36:238;357;0;0;0;47;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:38:277;358;0;0;0;64;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:40:227;359;0;0;0;69;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:41:245;360;0;0;0;54;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:44:220;361;0;0;0;69;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:47:192;362;0;0;0;66;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:50:165;363;0;0;0;50;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:52:202;364;0;0;0;53;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:59:163;365;0;0;0;53;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:02:135;366;0;0;0;77;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:04:89;367;0;0;0;66;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:06:131;368;0;0;0;51;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:11:57;369;0;0;0;61;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:13:96;370;0;0;0;57;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:22:12;371;0;0;0;50;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:24:52;372;0;0;0;51;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:26:6;373;0;0;0;44;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:28:978;374;0;0;0;44;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:32:966;375;0;0;0;13;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:39:931;376;0;0;0;64;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:40:955;377;0;0;0;75;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:41:971;378;0;0;0;64;0;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:46:892;379;0;0;0;70;0;5 САН.txt;0;0;0;0
16.06.2021 13:20:48:936;380;0;0;0;69;0;5 САН.txt;0;0;0;0
16.06.2021 13:20:51:903;381;0;0;0;54;0;5 САН.txt;0;0;0;0
16.06.2021 13:20:53:862;382;0;0;0;50;0;5 САН.txt;0;0;0;0
16.06.2021 13:20:55:897;383;0;0;0;41;0;5 САН.txt;0;0;0;0
16.06.2021 13:20:58:866;384;0;0;0;54;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:02:858;385;0;0;0;51;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:06:855;386;0;0;0;57;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:07:790;387;0;0;0;57;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:09:822;388;0;0;0;63;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:13:817;389;0;0;0;51;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:17:811;390;0;0;0;44;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:18:745;391;0;0;0;47;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:20:784;392;0;0;0;63;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:30:719;393;0;0;0;41;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:31:738;394;0;0;0;38;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:32:682;395;0;0;0;54;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:34:709;396;0;0;0;43;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:36:666;397;0;0;0;37;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:38:705;398;0;0;0;53;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:41:671;399;0;0;0;61;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:43:625;400;0;0;0;56;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:45:665;401;0;0;0;53;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:48:640;402;0;0;0;53;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:49:659;403;0;0;0;35;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:52:628;404;0;0;0;44;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:55:604;405;0;0;0;91;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:57:640;406;0;0;0;94;0;5 САН.txt;0;0;0;0
16.06.2021 13:21:59:596;407;0;0;0;100;0;5 САН.txt;0;0;0;0
16.06.2021 13:22:00:614;408;0;0;0;96;0;5 САН.txt;0;0;0;0
16.06.2021 13:22:01:559;409;0;0;0;93;0;5 САН.txt;0;0;0;0
16.06.2021 13:22:06:556;410;0;0;0;53;0;5 САН.txt;0;0;0;0
16.06.2021 13:22:13:520;411;0;0;0;75;0;5 САН.txt;0;0;0;0
16.06.2021 13:22:17:516;412;0;0;0;34;0;5 САН.txt;0;0;0;0
16.06.2021 13:22:24:479;413;0;0;0;64;0;5 САН.txt;0;0;0;0
16.06.2021 13:22:31:444;414;0;0;0;81;0;5 САН.txt;0;0;0;0
16.06.2021 13:22:32:465;415;0;0;0;78;0;5 САН.txt;0;0;0;0
16.06.2021 13:22:36:451;416;0;0;0;61;0;5 САН.txt;0;0;0;0
16.06.2021 13:22:38:406;417;0;0;0;67;0;5 САН.txt;0;0;0;0
16.06.2021 13:22:56:327;418;0;0;0;78;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:03:289;419;0;0;0;94;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:04:308;420;0;0;0;91;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:08:303;421;0;0;0;54;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:15:266;422;0;0;0;87;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:24:179;423;0;0;0;77;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:25:202;424;0;0;0;75;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:26:218;425;0;0;0;84;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:28:170;426;0;0;0;78;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:33:183;427;0;0;0;66;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:35:139;428;0;0;0;67;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:36:154;429;0;0;0;60;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:38:111;430;0;0;0;57;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:40:148;431;0;0;0;75;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:46:93;432;0;0;0;51;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:47:115;433;0;0;0;47;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:49:70;434;0;0;0;57;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:50:79;435;0;0;0;57;0;5 САН.txt;0;0;0;0
16.06.2021 13:23:53:59;436;0;0;0;64;0;5 САН.txt;0;0;0;0
16.06.2021 13:24:00:24;437;0;0;0;80;0;5 САН.txt;0;0;0;0
16.06.2021 13:24:01:41;438;0;0;0;77;0;5 САН.txt;0;0;0;0
16.06.2021 13:24:06:984;439;0;0;0;64;0;5 САН.txt;0;0;0;0
16.06.2021 13:24:08:6;440;0;0;0;75;0;5 САН.txt;0;0;0;0
16.06.2021 13:24:09:958;441;0;0;0;66;0;5 САН.txt;0;0;0;0
16.06.2021 13:24:11:997;442;0;0;0;56;0;5 САН.txt;0;0;0;0
16.06.2021 13:24:14:971;443;0;0;0;77;0;5 САН.txt;0;0;0;0
16.06.2021 13:24:18:961;444;0;0;0;70;0;5 САН.txt;0;0;0;0
16.06.2021 13:24:20:916;445;0;0;0;69;0;5 САН.txt;0;0;0;0
