ParseTime;AttentionCount;BatteryLevel;PoorSignalQuality;HeartRate;ESenseAttention;ESenseMeditation;PacketContext;RawWaveValue8bit;RawWaveMarker;RawWaveValue16bit;PrintervalMs
16.06.2021 13:18:07:655;0;0;0;0;0;43;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:08:674;0;0;0;0;0;54;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:11:650;0;0;0;0;0;56;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:12:583;0;0;0;0;0;54;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:14:615;0;0;0;0;0;4;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:14:615;0;0;0;0;0;50;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:21:587;0;0;0;0;0;57;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:23:545;0;0;0;0;0;41;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:24:554;0;0;0;0;0;44;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:28:544;0;0;0;0;0;56;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:32:539;0;0;0;0;0;43;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:33:556;0;0;0;0;0;43;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:41:542;0;0;0;0;0;27;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:43:496;0;0;0;0;0;48;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:44:514;0;0;0;0;0;56;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:46:470;0;0;0;0;0;38;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:50:455;0;0;0;0;0;51;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:55:470;0;0;0;0;0;41;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:57:420;0;0;0;0;0;53;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:18:58:445;0;0;0;0;0;43;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:04:386;0;0;0;0;0;56;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:05:406;0;0;0;0;0;47;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:09:398;0;0;0;0;0;64;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:15:348;0;0;0;0;0;27;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:16:364;0;0;0;0;0;34;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:18:318;0;0;0;0;0;41;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:19:334;0;0;0;0;0;30;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:22:311;0;0;0;0;0;38;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:29:272;0;0;0;0;0;16;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:36:238;0;0;0;0;0;41;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:38:277;0;0;0;0;0;44;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:40:227;0;0;0;0;0;51;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:41:245;0;0;0;0;0;41;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:44:220;0;0;0;0;0;24;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:47:192;0;0;0;0;0;41;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:50:165;0;0;0;0;0;47;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:52:202;0;0;0;0;0;47;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:19:59:163;0;0;0;0;0;40;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:02:135;0;0;0;0;0;41;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:04:89;0;0;0;0;0;43;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:06:131;0;0;0;0;0;43;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:11:57;0;0;0;0;0;34;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:13:96;0;0;0;0;0;50;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:22:12;0;0;0;0;0;26;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:24:52;0;0;0;0;0;1;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:26:6;0;0;0;0;0;1;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:28:978;0;0;0;0;0;14;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:32:966;0;0;0;0;0;16;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:39:931;0;0;0;0;0;21;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:40:955;0;0;0;0;0;29;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:41:971;0;0;0;0;0;20;4 Релакс комната.txt;0;0;0;0
16.06.2021 13:20:46:892;0;0;0;0;0;44;5 САН.txt;0;0;0;0
16.06.2021 13:20:48:936;0;0;0;0;0;29;5 САН.txt;0;0;0;0
16.06.2021 13:20:51:903;0;0;0;0;0;13;5 САН.txt;0;0;0;0
16.06.2021 13:20:53:862;0;0;0;0;0;20;5 САН.txt;0;0;0;0
16.06.2021 13:20:55:897;0;0;0;0;0;34;5 САН.txt;0;0;0;0
16.06.2021 13:20:58:866;0;0;0;0;0;38;5 САН.txt;0;0;0;0
16.06.2021 13:21:02:858;0;0;0;0;0;3;5 САН.txt;0;0;0;0
16.06.2021 13:21:06:855;0;0;0;0;0;47;5 САН.txt;0;0;0;0
16.06.2021 13:21:07:790;0;0;0;0;0;54;5 САН.txt;0;0;0;0
16.06.2021 13:21:09:822;0;0;0;0;0;47;5 САН.txt;0;0;0;0
16.06.2021 13:21:13:817;0;0;0;0;0;53;5 САН.txt;0;0;0;0
16.06.2021 13:21:17:811;0;0;0;0;0;14;5 САН.txt;0;0;0;0
16.06.2021 13:21:18:745;0;0;0;0;0;27;5 САН.txt;0;0;0;0
16.06.2021 13:21:20:784;0;0;0;0;0;40;5 САН.txt;0;0;0;0
16.06.2021 13:21:30:719;0;0;0;0;0;23;5 САН.txt;0;0;0;0
16.06.2021 13:21:31:738;0;0;0;0;0;8;5 САН.txt;0;0;0;0
16.06.2021 13:21:32:682;0;0;0;0;0;11;5 САН.txt;0;0;0;0
16.06.2021 13:21:34:709;0;0;0;0;0;17;5 САН.txt;0;0;0;0
16.06.2021 13:21:36:666;0;0;0;0;0;43;5 САН.txt;0;0;0;0
16.06.2021 13:21:38:705;0;0;0;0;0;40;5 САН.txt;0;0;0;0
16.06.2021 13:21:41:671;0;0;0;0;0;44;5 САН.txt;0;0;0;0
16.06.2021 13:21:43:625;0;0;0;0;0;40;5 САН.txt;0;0;0;0
16.06.2021 13:21:45:665;0;0;0;0;0;37;5 САН.txt;0;0;0;0
16.06.2021 13:21:48:640;0;0;0;0;0;24;5 САН.txt;0;0;0;0
16.06.2021 13:21:49:659;0;0;0;0;0;16;5 САН.txt;0;0;0;0
16.06.2021 13:21:52:628;0;0;0;0;0;30;5 САН.txt;0;0;0;0
16.06.2021 13:21:55:604;0;0;0;0;0;43;5 САН.txt;0;0;0;0
16.06.2021 13:21:57:640;0;0;0;0;0;44;5 САН.txt;0;0;0;0
16.06.2021 13:21:59:596;0;0;0;0;0;47;5 САН.txt;0;0;0;0
16.06.2021 13:22:00:614;0;0;0;0;0;34;5 САН.txt;0;0;0;0
16.06.2021 13:22:01:559;0;0;0;0;0;37;5 САН.txt;0;0;0;0
16.06.2021 13:22:06:556;0;0;0;0;0;44;5 САН.txt;0;0;0;0
16.06.2021 13:22:13:520;0;0;0;0;0;48;5 САН.txt;0;0;0;0
16.06.2021 13:22:17:516;0;0;0;0;0;27;5 САН.txt;0;0;0;0
16.06.2021 13:22:24:479;0;0;0;0;0;48;5 САН.txt;0;0;0;0
16.06.2021 13:22:31:444;0;0;0;0;0;54;5 САН.txt;0;0;0;0
16.06.2021 13:22:32:465;0;0;0;0;0;54;5 САН.txt;0;0;0;0
16.06.2021 13:22:36:451;0;0;0;0;0;44;5 САН.txt;0;0;0;0
16.06.2021 13:22:38:406;0;0;0;0;0;51;5 САН.txt;0;0;0;0
16.06.2021 13:22:49:360;0;0;0;0;0;51;5 САН.txt;0;0;0;0
16.06.2021 13:22:56:327;0;0;0;0;0;35;5 САН.txt;0;0;0;0
16.06.2021 13:23:03:289;0;0;0;0;0;60;5 САН.txt;0;0;0;0
16.06.2021 13:23:04:308;0;0;0;0;0;57;5 САН.txt;0;0;0;0
16.06.2021 13:23:08:303;0;0;0;0;0;60;5 САН.txt;0;0;0;0
16.06.2021 13:23:15:266;0;0;0;0;0;43;5 САН.txt;0;0;0;0
16.06.2021 13:23:24:179;0;0;0;0;0;38;5 САН.txt;0;0;0;0
16.06.2021 13:23:25:202;0;0;0;0;0;47;5 САН.txt;0;0;0;0
16.06.2021 13:23:26:218;0;0;0;0;0;48;5 САН.txt;0;0;0;0
16.06.2021 13:23:28:170;0;0;0;0;0;67;5 САН.txt;0;0;0;0
16.06.2021 13:23:29:188;0;0;0;0;0;63;5 САН.txt;0;0;0;0
16.06.2021 13:23:33:183;0;0;0;0;0;43;5 САН.txt;0;0;0;0
16.06.2021 13:23:35:139;0;0;0;0;0;57;5 САН.txt;0;0;0;0
16.06.2021 13:23:36:154;0;0;0;0;0;57;5 САН.txt;0;0;0;0
16.06.2021 13:23:38:111;0;0;0;0;0;64;5 САН.txt;0;0;0;0
16.06.2021 13:23:40:148;0;0;0;0;0;44;5 САН.txt;0;0;0;0
16.06.2021 13:23:46:93;0;0;0;0;0;38;5 САН.txt;0;0;0;0
16.06.2021 13:23:47:115;0;0;0;0;0;37;5 САН.txt;0;0;0;0
16.06.2021 13:23:49:70;0;0;0;0;0;41;5 САН.txt;0;0;0;0
16.06.2021 13:23:50:79;0;0;0;0;0;51;5 САН.txt;0;0;0;0
16.06.2021 13:23:53:59;0;0;0;0;0;54;5 САН.txt;0;0;0;0
16.06.2021 13:24:00:24;0;0;0;0;0;40;5 САН.txt;0;0;0;0
16.06.2021 13:24:01:41;0;0;0;0;0;37;5 САН.txt;0;0;0;0
16.06.2021 13:24:06:984;0;0;0;0;0;34;5 САН.txt;0;0;0;0
16.06.2021 13:24:08:6;0;0;0;0;0;35;5 САН.txt;0;0;0;0
16.06.2021 13:24:09:958;0;0;0;0;0;37;5 САН.txt;0;0;0;0
16.06.2021 13:24:11:997;0;0;0;0;0;24;5 САН.txt;0;0;0;0
16.06.2021 13:24:14:971;0;0;0;0;0;60;5 САН.txt;0;0;0;0
16.06.2021 13:24:18:961;0;0;0;0;0;54;5 САН.txt;0;0;0;0
16.06.2021 13:24:20:916;0;0;0;0;0;37;5 САН.txt;0;0;0;0
